# molecule_id train_data train_predict(50/50) train_predict
1000 1.0 1 0.5865356
1001 1.0 1 0.6169416
1002 0.0 0 0.452209
1003 1.0 1 0.6217457
1004 1.0 1 0.5302091
1005 1.0 1 0.52307
1006 1.0 0 0.49321944
1007 1.0 1 0.5005361
1008 1.0 0 0.41100994
1009 1.0 1 0.6373066
1010 1.0 1 0.79401636
1011 1.0 1 0.6972341
1012 1.0 1 0.75575906
1013 1.0 1 0.8017686
1014 1.0 0 0.41637364
1015 1.0 0 0.28361472
1016 1.0 1 0.66475135
1017 1.0 1 0.5057137
1018 0.0 0 0.16156486
1019 0.0 0 0.31557193
1020 1.0 1 0.5196026
1021 1.0 1 0.5851887
1022 1.0 1 0.5978714
1023 1.0 1 0.53043795
1024 1.0 0 0.2572074
1025 1.0 1 0.6983459
1026 1.0 0 0.23922148
1027 0.0 0 0.19822563
1028 1.0 0 0.44702205
1029 1.0 0 0.44851848
1030 1.0 0 0.42824394
1031 1.0 0 0.4670611
1032 1.0 1 0.54031837
1033 1.0 0 0.35951117
1034 1.0 1 0.6488449
1035 1.0 1 0.66374886
1036 1.0 1 0.5185008
1037 1.0 1 0.8179046
1038 1.0 1 0.59971106
1039 0.0 0 0.48008355
1040 0.0 0 0.4535244
1041 1.0 1 0.55594635
1042 1.0 1 0.58427334
1043 0.0 0 0.26113826
1044 0.0 0 0.35201856
1045 0.0 0 0.27633524
1046 1.0 1 0.7773915
1047 1.0 1 0.7653708
1048 0.0 1 0.61254424
1049 1.0 1 0.57682186
1050 1.0 0 0.49253324
1051 1.0 0 0.47711575
1052 1.0 0 0.47590262
1053 0.0 0 0.3074958
1054 1.0 1 0.6621852
1055 1.0 0 0.2809146
1056 1.0 1 0.6086562
1057 1.0 0 0.3202696
1058 1.0 0 0.26126608
1059 1.0 0 0.32681894
1060 1.0 1 0.5513561
1061 0.0 0 0.19605878
1062 1.0 1 0.71412724
1063 1.0 1 0.77321386
1064 1.0 1 0.7213637
